Tair,Rin,CO2air,Plant Density,day,hour,hour_order,timestep
20.0,37.845,670.0,45.0,13,0,312,3744
19.9,39.3675002175,673.0,45.0,13,0,312,3745
20.2,41.977499565,672.0,45.0,13,0,312,3746
20.1,42.4125,668.0,45.0,13,0,312,3747
20.2,39.1500002175,666.0,45.0,13,0,312,3748
20.1,37.845,665.0,45.0,13,0,312,3749
20.0,39.8025002175,671.999999,45.0,13,0,312,3750
19.9,42.412499565,666.000001,45.0,13,0,312,3751
19.9,56.98499913,663.0,45.0,13,0,312,3752
20.1,61.5525,666.0,45.0,13,0,312,3753
20.3,47.6324997825,666.0,45.0,13,0,312,3754
20.3,44.587500434999995,668.0,45.0,13,0,312,3755
20.6,44.152499999999996,667.0,45.0,13,1,313,3756
20.7,44.5875,662.0,45.0,13,1,313,3757
20.9,43.717500435,665.0,45.0,13,1,313,3758
20.9,59.5950002175,664.000001,45.0,13,1,313,3759
21.0,62.204999565,674.999999,45.0,13,1,313,3760
21.5,55.680000435,659.000001,45.0,13,1,313,3761
21.5,64.1625,654.0,45.0,13,1,313,3762
21.7,55.8975,655.0,45.0,13,1,313,3763
22.1,54.592500217499996,651.000001,45.0,13,1,313,3764
22.4,53.7225,653.0,45.0,13,1,313,3765
22.6,21.9675010875,648.0,45.0,13,1,313,3766
21.7,20.88,653.0,45.0,13,1,313,3767
21.7,18.27000087,649.000001,45.0,13,2,314,3768
21.5,25.8824989125,653.999999,45.0,13,2,314,3769
21.5,25.0125,645.000001,45.0,13,2,314,3770
21.8,25.4475,641.0,45.0,13,2,314,3771
20.8,18.922501305,649.0,45.0,13,2,314,3772
20.9,37.4099976075,653.999999,45.0,13,2,314,3773
21.3,36.7575,650.0,45.0,13,2,314,3774
21.6,27.4050002175,643.0,45.0,13,2,314,3775
21.6,22.4025,645.0,45.0,13,2,314,3776
21.5,23.2725006525,643.0,45.0,13,2,314,3777
21.2,30.23249913,645.0,45.0,13,2,314,3778
21.5,23.490000435,644.0,45.0,13,2,314,3779
21.7,30.6675,642.0,45.0,13,3,315,3780
21.1,30.885,645.0,45.0,13,3,315,3781
21.8,32.4074997825,643.0,45.0,13,3,315,3782
21.9,33.712499782500004,637.000001,45.0,13,3,315,3783
22.1,34.1475,642.0,45.0,13,3,315,3784
21.5,39.15,649.0,45.0,13,3,315,3785
21.9,36.5399997825,641.999999,45.0,13,3,315,3786
21.9,33.712500434999995,636.000001,45.0,13,3,315,3787
21.7,27.622500435,644.999999,45.0,13,3,315,3788
21.5,33.06,644.0,45.0,13,3,315,3789
22.1,39.8025,640.0,45.0,13,3,315,3790
22.1,38.280000217499996,639.0,45.0,13,3,315,3791
21.5,46.76249913,643.999999,45.0,13,4,316,3792
22.1,38.9325002175,637.0,45.0,13,4,316,3793
22.2,35.4524997825,647.0,45.0,13,4,316,3794
21.1,29.579999565,651.000002,45.0,13,4,316,3795
21.0,25.665000435,669.999997,45.0,13,4,316,3796
20.7,30.2324997825,668.0,45.0,13,4,316,3797
20.5,63.2925,663.0,45.0,13,4,316,3798
20.6,56.3325002175,681.999999,45.0,13,4,316,3799
20.7,59.159999565,668.000002,45.0,13,4,316,3800
20.8,60.03,657.000001,45.0,13,4,316,3801
20.9,62.64,656.0,45.0,13,4,316,3802
21.0,58.7249997825,658.0,45.0,13,4,316,3803
21.0,51.9824993475,652.0,45.0,13,5,317,3804
20.8,44.80500087,653.0,45.0,13,5,317,3805
20.5,49.5899997825,643.000001,45.0,13,5,317,3806
20.4,48.0675,641.0,45.0,13,5,317,3807
20.2,47.6325002175,644.0,45.0,13,5,317,3808
20.1,49.3724997825,646.0,45.0,13,5,317,3809
20.0,51.1124997825,647.0,45.0,13,5,317,3810
20.1,45.4575002175,645.0,45.0,13,5,317,3811
20.2,43.7175,642.0,45.0,13,5,317,3812
20.5,43.4999997825,647.0,45.0,13,5,317,3813
20.4,42.412500217499996,645.0,45.0,13,5,317,3814
20.5,45.6749997825,645.0,45.0,13,5,317,3815
20.6,43.065,644.0,45.0,13,6,318,3816
20.4,41.9774997825,641.999999,45.0,13,6,318,3817
20.3,39.150000434999995,633.000001,45.0,13,6,318,3818
20.0,40.02,625.000001,45.0,13,6,318,3819
20.1,41.5425,624.0,45.0,13,6,318,3820
20.1,37.1925,628.0,45.0,13,6,318,3821
20.2,37.4100002175,630.0,45.0,13,6,318,3822
19.5,40.454999565,633.999999,45.0,13,6,318,3823
19.7,38.280000217499996,638.0,45.0,13,6,318,3824
19.7,37.845,641.0,45.0,13,6,318,3825
19.7,38.7149997825,641.0,45.0,13,6,318,3826
19.5,36.5400002175,642.0,45.0,13,6,318,3827
19.6,36.7575,643.0,45.0,13,7,319,3828
19.4,35.8875,645.0,45.0,13,7,319,3829
19.3,35.235,641.0,45.0,13,7,319,3830
19.2,34.1475,637.0,45.0,13,7,319,3831
19.0,33.7125,636.0,45.0,13,7,319,3832
18.9,33.277499999999996,634.0,45.0,13,7,319,3833
18.7,32.625,636.0,45.0,13,7,319,3834
18.6,32.4075,634.0,45.0,13,7,319,3835
18.4,32.625,635.0,45.0,13,7,319,3836
18.2,32.625,633.0,45.0,13,7,319,3837
18.1,32.4075,631.0,45.0,13,7,319,3838
18.0,33.06,637.0,45.0,13,7,319,3839
17.8,32.19,637.0,45.0,13,8,320,3840
17.7,31.9725,637.0,45.0,13,8,320,3841
17.6,32.19,639.0,45.0,13,8,320,3842
17.4,31.5375,641.0,45.0,13,8,320,3843
17.3,31.1025,645.0,45.0,13,8,320,3844
17.2,31.5375,644.0,45.0,13,8,320,3845
17.1,31.5375,644.0,45.0,13,8,320,3846
17.2,31.5375,642.0,45.0,13,8,320,3847
17.2,32.4075,644.0,45.0,13,8,320,3848
18.2,32.625,658.000002,45.0,13,8,320,3849
18.8,32.625,672.999998,45.0,13,8,320,3850
19.3,32.625,680.0,45.0,13,8,320,3851
19.5,32.4075,677.0,45.0,13,9,321,3852
19.1,32.625,671.999999,45.0,13,9,321,3853
19.5,32.625,663.000001,45.0,13,9,321,3854
19.6,33.06,673.999999,45.0,13,9,321,3855
19.7,32.4075,688.999999,45.0,13,9,321,3856
19.8,32.4075,681.0,45.0,13,9,321,3857
19.5,32.625,677.999999,45.0,13,9,321,3858
19.8,32.625,667.000001,45.0,13,9,321,3859
19.8,32.625,670.0,45.0,13,9,321,3860
19.6,32.625,675.0,45.0,13,9,321,3861
19.7,32.625,674.0,45.0,13,9,321,3862
19.7,32.625,672.0,45.0,13,9,321,3863
19.6,32.625,663.000001,45.0,13,10,322,3864
19.6,32.625,663.0,45.0,13,10,322,3865
19.5,32.6249997825,669.000001,45.0,13,10,322,3866
19.4,28.057499565,684.000001,45.0,13,10,322,3867
19.4,23.2725006525,690.999999,45.0,13,10,322,3868
19.2,18.052500435,680.000001,45.0,13,10,322,3869
19.1,12.615,668.0,45.0,13,10,322,3870
18.9,7.177499565,668.0,45.0,13,10,322,3871
18.6,8.699999999999999e-07,674.999999,45.0,13,10,322,3872
18.3,0.0,675.0,45.0,13,10,322,3873
17.9,0.0,672.0,45.0,13,10,322,3874
17.8,0.0,667.0,45.0,13,10,322,3875
17.7,0.0,660.999999,45.0,13,11,323,3876
17.6,0.0,655.000001,45.0,13,11,323,3877
17.5,0.0,648.0,45.0,13,11,323,3878
17.2,0.0,645.0,45.0,13,11,323,3879
17.1,0.0,638.999999,45.0,13,11,323,3880
16.9,0.0,631.000001,45.0,13,11,323,3881
16.9,0.0,625.000001,45.0,13,11,323,3882
16.8,0.0,626.0,45.0,13,11,323,3883
16.8,0.0,619.0,45.0,13,11,323,3884
16.6,0.0,617.0,45.0,13,11,323,3885
16.6,0.0,616.0,45.0,13,11,323,3886
16.5,0.0,610.0,45.0,13,11,323,3887
16.6,0.0,606.0,45.0,13,12,324,3888
16.4,0.0,601.0,45.0,13,12,324,3889
16.3,0.0,603.0,45.0,13,12,324,3890
16.1,0.0,593.000001,45.0,13,12,324,3891
16.2,0.0,594.0,45.0,13,12,324,3892
16.2,0.0,590.0,45.0,13,12,324,3893
15.9,0.0,587.0,45.0,13,12,324,3894
16.0,0.0,587.0,45.0,13,12,324,3895
16.0,0.0,584.0,45.0,13,12,324,3896
15.8,0.0,576.0,45.0,13,12,324,3897
15.9,0.0,575.0,45.0,13,12,324,3898
15.8,0.0,573.0,45.0,13,12,324,3899
15.7,0.0,569.0,45.0,13,13,325,3900
15.7,0.0,565.0,45.0,13,13,325,3901
15.7,0.0,567.0,45.0,13,13,325,3902
15.7,0.0,566.0,45.0,13,13,325,3903
15.6,0.0,562.000001,45.0,13,13,325,3904
15.7,0.0,560.0,45.0,13,13,325,3905
15.5,0.0,556.0,45.0,13,13,325,3906
15.5,0.0,553.0,45.0,13,13,325,3907
15.6,0.0,552.0,45.0,13,13,325,3908
15.5,0.0,550.0,45.0,13,13,325,3909
15.5,0.0,547.0,45.0,13,13,325,3910
15.5,0.0,547.0,45.0,13,13,325,3911
15.4,0.0,542.0,45.0,13,14,326,3912
15.4,0.0,544.0,45.0,13,14,326,3913
15.3,0.0,546.0,45.0,13,14,326,3914
15.3,0.0,540.0,45.0,13,14,326,3915
15.3,0.0,540.0,45.0,13,14,326,3916
15.4,0.0,537.0,45.0,13,14,326,3917
15.2,0.0,536.0,45.0,13,14,326,3918
15.2,0.0,534.0,45.0,13,14,326,3919
15.3,0.0,535.0,45.0,13,14,326,3920
15.3,0.0,535.0,45.0,13,14,326,3921
15.1,0.0,534.0,45.0,13,14,326,3922
15.2,0.0,537.0,45.0,13,14,326,3923
15.2,0.0,535.0,45.0,13,15,327,3924
15.1,0.0,534.0,45.0,13,15,327,3925
15.2,0.0,532.0,45.0,13,15,327,3926
15.1,0.0,532.0,45.0,13,15,327,3927
15.2,0.0,531.0,45.0,13,15,327,3928
15.1,0.0,528.0,45.0,13,15,327,3929
15.2,0.0,529.0,45.0,13,15,327,3930
15.2,0.0,526.0,45.0,13,15,327,3931
15.1,0.0,531.0,45.0,13,15,327,3932
15.2,0.0,530.0,45.0,13,15,327,3933
15.2,0.0,529.0,45.0,13,15,327,3934
15.2,0.0,526.0,45.0,13,15,327,3935
15.1,0.0,526.0,45.0,13,16,328,3936
15.1,0.0,522.0,45.0,13,16,328,3937
15.0,0.0,527.0,45.0,13,16,328,3938
15.1,0.0,528.0,45.0,13,16,328,3939
15.1,0.0,529.0,45.0,13,16,328,3940
15.1,0.0,526.0,45.0,13,16,328,3941
15.2,0.0,530.0,45.0,13,16,328,3942
15.0,0.0,528.0,45.0,13,16,328,3943
15.0,0.0,526.0,45.0,13,16,328,3944
15.1,0.0,523.0,45.0,13,16,328,3945
15.0,0.0,525.0,45.0,13,16,328,3946
15.0,0.0,525.0,45.0,13,16,328,3947
15.1,0.0,523.0,45.0,13,17,329,3948
15.0,0.0,526.0,45.0,13,17,329,3949
15.0,0.0,525.0,45.0,13,17,329,3950
15.0,0.0,525.0,45.0,13,17,329,3951
14.9,0.0,525.0,45.0,13,17,329,3952
15.0,0.0,524.0,45.0,13,17,329,3953
15.0,0.0,522.0,45.0,13,17,329,3954
14.9,0.0,522.0,45.0,13,17,329,3955
14.9,0.0,521.0,45.0,13,17,329,3956
14.9,0.0,520.0,45.0,13,17,329,3957
15.0,0.0,521.0,45.0,13,17,329,3958
14.9,0.0,523.0,45.0,13,17,329,3959
14.9,0.0,525.0,45.0,13,18,330,3960
15.0,0.0,524.0,45.0,13,18,330,3961
15.0,0.0,526.0,45.0,13,18,330,3962
14.9,0.0,523.0,45.0,13,18,330,3963
14.8,0.0,522.0,45.0,13,18,330,3964
14.8,0.0,522.0,45.0,13,18,330,3965
14.9,0.0,521.0,45.0,13,18,330,3966
14.8,0.0,522.0,45.0,13,18,330,3967
14.9,0.0,522.0,45.0,13,18,330,3968
14.8,0.0,525.0,45.0,13,18,330,3969
14.8,0.0,524.0,45.0,13,18,330,3970
14.8,0.0,522.0,45.0,13,18,330,3971
15.0,0.0,521.0,45.0,13,19,331,3972
14.9,0.0,522.0,45.0,13,19,331,3973
14.9,6.525e-07,520.0,45.0,13,19,331,3974
14.9,22.1850006525,518.0,45.0,13,19,331,3975
15.2,28.057499130000004,521.0,45.0,13,19,331,3976
15.3,33.929999565,531.999999,45.0,13,19,331,3977
15.6,35.8875,550.0,45.0,13,19,331,3978
15.8,35.88750087,560.000001,45.0,13,19,331,3979
15.9,50.242498042499996,571.999998,45.0,13,19,331,3980
16.3,55.462499565,576.999999,45.0,13,19,331,3981
16.7,35.6700006525,580.0,45.0,13,19,331,3982
16.7,35.67,578.0,45.0,13,19,331,3983
16.8,35.669998912500006,577.999999,45.0,13,20,332,3984
17.1,25.882501304999998,568.000001,45.0,13,20,332,3985
17.0,25.8825,575.0,45.0,13,20,332,3986
17.1,25.8825,580.0,45.0,13,20,332,3987
17.1,25.8825,582.0,45.0,13,20,332,3988
17.0,25.8825,579.0,45.0,13,20,332,3989
17.0,25.8825,594.999998,45.0,13,20,332,3990
17.1,25.8825,607.0,45.0,13,20,332,3991
17.0,25.8825,616.000001,45.0,13,20,332,3992
16.9,25.8825,631.000001,45.0,13,20,332,3993
16.8,25.8825,640.999999,45.0,13,20,332,3994
17.0,25.8825,652.999999,45.0,13,20,332,3995
17.0,25.8825,672.0,45.0,13,21,333,3996
17.0,25.8825,681.000001,45.0,13,21,333,3997
17.0,25.8825,688.999999,45.0,13,21,333,3998
17.1,25.8825,695.999999,45.0,13,21,333,3999
17.0,25.8825,710.999999,45.0,13,21,333,4000
17.1,25.8825,713.0,45.0,13,21,333,4001
17.2,25.8825,715.0,45.0,13,21,333,4002
17.2,25.8825,711.000001,45.0,13,21,333,4003
17.1,25.8825,701.000001,45.0,13,21,333,4004
17.2,25.8825,699.0,45.0,13,21,333,4005
17.1,25.8825,690.999998,45.0,13,21,333,4006
16.9,25.8825,667.000003,45.0,13,21,333,4007
16.8,25.8825,661.000001,45.0,13,22,334,4008
16.6,25.665,663.0,45.0,13,22,334,4009
16.6,25.4475,663.0,45.0,13,22,334,4010
16.5,25.665,662.0,45.0,13,22,334,4011
16.5,25.4475,658.000001,45.0,13,22,334,4012
16.3,25.0125,666.999999,45.0,13,22,334,4013
16.0,25.0125,659.0,45.0,13,22,334,4014
15.5,24.794999999999998,658.0,45.0,13,22,334,4015
15.8,24.794999999999998,661.999999,45.0,13,22,334,4016
16.1,24.5775,669.999999,45.0,13,22,334,4017
16.3,24.36,677.0,45.0,13,22,334,4018
16.4,24.36,683.0,45.0,13,22,334,4019
16.4,24.794999999999998,682.0,45.0,13,23,335,4020
16.6,24.5775,685.0,45.0,13,23,335,4021
16.5,24.794999999999998,686.0,45.0,13,23,335,4022
16.5,24.794999999999998,684.0,45.0,13,23,335,4023
16.7,25.4475,684.0,45.0,13,23,335,4024
16.8,25.4475,685.0,45.0,13,23,335,4025
16.9,25.665,689.999999,45.0,13,23,335,4026
16.8,25.0125,684.0,45.0,13,23,335,4027
17.0,25.447499565,683.0,45.0,13,23,335,4028
17.1,14.572501087500001,683.000001,45.0,13,23,335,4029
17.5,25.8824984775,688.999999,45.0,13,23,335,4030
17.6,26.7525,684.0,45.0,13,23,335,4031
17.7,26.7525,675.0,45.0,14,0,336,4032
17.9,26.9700002175,672.0,45.0,14,0,336,4033
17.9,29.797499565000003,675.999999,45.0,14,0,336,4034
18.1,30.232499999999998,672.0,45.0,14,0,336,4035
18.3,29.145,667.0,45.0,14,0,336,4036
18.8,36.54,670.000001,45.0,14,0,336,4037
19.1,35.887500652499995,700.999998,45.0,14,0,336,4038
19.3,42.19499913,684.000002,45.0,14,0,336,4039
19.4,40.89,670.000001,45.0,14,0,336,4040
19.6,42.63,663.0,45.0,14,0,336,4041
19.7,40.0200002175,656.0,45.0,14,0,336,4042
19.7,41.9774997825,649.000001,45.0,14,0,336,4043
19.9,44.587499782500004,647.0,45.0,14,1,337,4044
20.0,47.6325,641.0,45.0,14,1,337,4045
20.0,51.33,633.0,45.0,14,1,337,4046
20.3,49.155000869999995,627.999999,45.0,14,1,337,4047
20.5,56.7674989125,619.000001,45.0,14,1,337,4048
20.6,47.6325006525,611.000001,45.0,14,1,337,4049
20.9,60.464999999999996,615.0,45.0,14,1,337,4050
21.1,58.7249997825,601.0,45.0,14,1,337,4051
21.3,55.245000435,596.000001,45.0,14,1,337,4052
21.5,51.547500434999996,604.999999,45.0,14,1,337,4053
21.5,56.1149997825,595.0,45.0,14,1,337,4054
21.8,59.16,608.999999,45.0,14,1,337,4055
21.8,56.3325002175,591.0,45.0,14,2,338,4056
21.7,58.942499565,589.0,45.0,14,2,338,4057
21.8,51.982500435,605.999999,45.0,14,2,338,4058
21.7,48.9375,594.0,45.0,14,2,338,4059
21.5,48.7199997825,586.0,45.0,14,2,338,4060
21.4,45.240000435,584.0,45.0,14,2,338,4061
21.2,41.977500434999996,583.0,45.0,14,2,338,4062
21.1,45.4574997825,580.0,45.0,14,2,338,4063
21.0,46.3275,587.0,45.0,14,2,338,4064
21.0,44.80499739,587.000001,45.0,14,2,338,4065
21.1,18.27000348,593.999999,45.0,14,2,338,4066
21.2,16.7475,594.0,45.0,14,2,338,4067
21.2,15.0075,600.0,45.0,14,3,339,4068
21.1,15.6599997825,598.0,45.0,14,3,339,4069
21.0,12.832500435,601.0,45.0,14,3,339,4070
21.0,17.617499565,606.999999,45.0,14,3,339,4071
21.0,20.445,612.0,45.0,14,3,339,4072
21.0,23.49,615.0,45.0,14,3,339,4073
20.9,22.6199997825,620.0,45.0,14,3,339,4074
21.0,21.3150002175,620.0,45.0,14,3,339,4075
20.9,17.617500217499998,621.0,45.0,14,3,339,4076
20.9,16.53,621.0,45.0,14,3,339,4077
20.8,20.662499565,625.0,45.0,14,3,339,4078
21.0,15.007500652500001,619.000001,45.0,14,3,339,4079
21.1,23.27249913,623.0,45.0,14,4,340,4080
21.1,17.1825002175,628.0,45.0,14,4,340,4081
21.2,16.7475,628.0,45.0,14,4,340,4082
21.0,19.14,632.0,45.0,14,4,340,4083
21.0,18.270000217499998,632.0,45.0,14,4,340,4084
20.8,16.7475,635.0,45.0,14,4,340,4085
20.6,17.1825,631.0,45.0,14,4,340,4086
20.8,17.6174997825,631.0,45.0,14,4,340,4087
21.0,15.660000217499999,634.0,45.0,14,4,340,4088
21.1,41.54249739,628.000001,45.0,14,4,340,4089
21.2,43.065,629.0,45.0,14,4,340,4090
21.3,41.1075,626.0,45.0,14,4,340,4091
21.4,41.5424993475,626.0,45.0,14,5,341,4092
21.5,35.670000869999996,626.0,45.0,14,5,341,4093
21.5,41.107499565,630.0,45.0,14,5,341,4094
21.7,44.5875,629.0,45.0,14,5,341,4095
21.6,41.3250002175,629.0,45.0,14,5,341,4096
21.7,43.7174997825,632.0,45.0,14,5,341,4097
21.8,44.5875,631.0,45.0,14,5,341,4098
21.8,49.1549997825,633.0,45.0,14,5,341,4099
21.8,43.4999997825,631.0,45.0,14,5,341,4100
21.6,39.8025,632.0,45.0,14,5,341,4101
21.6,39.15,631.0,45.0,14,5,341,4102
21.5,41.9774997825,624.0,45.0,14,5,341,4103
21.4,36.975,625.0,45.0,14,6,342,4104
21.3,33.712499782500004,625.0,45.0,14,6,342,4105
21.1,31.3200002175,624.0,45.0,14,6,342,4106
20.9,32.19,615.000001,45.0,14,6,342,4107
20.7,30.6675,615.0,45.0,14,6,342,4108
20.4,30.232499999999998,614.0,45.0,14,6,342,4109
20.3,30.232499999999998,616.0,45.0,14,6,342,4110
20.1,29.7975,615.0,45.0,14,6,342,4111
20.0,30.45,614.0,45.0,14,6,342,4112
19.9,32.19,613.0,45.0,14,6,342,4113
19.9,37.4099997825,609.0,45.0,14,6,342,4114
19.8,32.6250006525,606.0,45.0,14,6,342,4115
19.7,29.5800002175,603.0,45.0,14,7,343,4116
19.5,29.58,598.0,45.0,14,7,343,4117
19.4,30.015,601.0,45.0,14,7,343,4118
19.4,31.1025,600.0,45.0,14,7,343,4119
19.3,30.2325002175,598.0,45.0,14,7,343,4120
19.2,28.9275,597.0,45.0,14,7,343,4121
19.1,30.6675,594.0,45.0,14,7,343,4122
19.0,30.2324997825,590.0,45.0,14,7,343,4123
18.9,28.0575002175,589.0,45.0,14,7,343,4124
18.8,28.0575,586.0,45.0,14,7,343,4125
18.6,28.0575,578.0,45.0,14,7,343,4126
18.7,28.4925,575.0,45.0,14,7,343,4127
18.6,27.4049997825,581.999999,45.0,14,8,344,4128
18.4,25.8825002175,576.000001,45.0,14,8,344,4129
18.1,25.8825,575.0,45.0,14,8,344,4130
18.3,25.665,578.0,45.0,14,8,344,4131
18.2,25.665,579.0,45.0,14,8,344,4132
18.2,25.8825,576.0,45.0,14,8,344,4133
18.1,25.4475,574.0,45.0,14,8,344,4134
18.0,25.4475,573.0,45.0,14,8,344,4135
17.9,25.8825,568.0,45.0,14,8,344,4136
18.3,26.1,576.000001,45.0,14,8,344,4137
18.7,26.1,584.999999,45.0,14,8,344,4138
19.1,26.1,587.0,45.0,14,8,344,4139
19.2,25.8825,606.0,45.0,14,9,345,4140
19.3,25.8825,610.0,45.0,14,9,345,4141
19.5,26.1,616.999999,45.0,14,9,345,4142
19.5,25.8825,622.999999,45.0,14,9,345,4143
19.6,25.8825,632.0,45.0,14,9,345,4144
19.4,26.1,647.000001,45.0,14,9,345,4145
19.7,25.8825,664.000001,45.0,14,9,345,4146
19.4,25.8825,668.999999,45.0,14,9,345,4147
19.4,25.8825,687.999999,45.0,14,9,345,4148
19.4,25.8825,695.0,45.0,14,9,345,4149
19.5,25.8825,699.0,45.0,14,9,345,4150
19.4,25.8825,703.999999,45.0,14,9,345,4151
19.3,25.8825,699.000001,45.0,14,10,346,4152
19.3,25.8825,684.000001,45.0,14,10,346,4153
19.3,25.8825,667.0,45.0,14,10,346,4154
19.4,23.924999565,666.0,45.0,14,10,346,4155
19.3,19.792500652500003,663.0,45.0,14,10,346,4156
19.2,15.660000217499999,667.0,45.0,14,10,346,4157
19.3,11.5275,672.0,45.0,14,10,346,4158
19.0,7.394999564999999,694.000001,45.0,14,10,346,4159
18.8,1.0875000000000002e-06,705.999998,45.0,14,10,346,4160
18.8,0.0,716.999999,45.0,14,10,346,4161
18.6,0.0,694.000001,45.0,14,10,346,4162
18.2,0.0,686.0,45.0,14,10,346,4163
18.1,0.0,674.999999,45.0,14,11,347,4164
18.0,0.0,662.000002,45.0,14,11,347,4165
17.9,0.0,657.0,45.0,14,11,347,4166
17.8,0.0,649.0,45.0,14,11,347,4167
17.8,0.0,639.999999,45.0,14,11,347,4168
17.6,0.0,631.000001,45.0,14,11,347,4169
17.5,0.0,621.000001,45.0,14,11,347,4170
17.4,0.0,610.0,45.0,14,11,347,4171
17.3,0.0,603.0,45.0,14,11,347,4172
17.2,0.0,594.999999,45.0,14,11,347,4173
17.1,0.0,590.000001,45.0,14,11,347,4174
17.1,0.0,586.0,45.0,14,11,347,4175
16.9,0.0,579.0,45.0,14,12,348,4176
16.9,0.0,574.0,45.0,14,12,348,4177
16.9,0.0,568.000001,45.0,14,12,348,4178
16.8,0.0,565.0,45.0,14,12,348,4179
16.7,0.0,556.0,45.0,14,12,348,4180
16.6,0.0,551.0,45.0,14,12,348,4181
16.6,0.0,547.0,45.0,14,12,348,4182
16.6,0.0,544.0,45.0,14,12,348,4183
16.5,0.0,537.0,45.0,14,12,348,4184
16.6,0.0,534.0,45.0,14,12,348,4185
16.4,0.0,528.0,45.0,14,12,348,4186
16.4,0.0,529.0,45.0,14,12,348,4187
16.4,0.0,522.000001,45.0,14,13,349,4188
16.3,0.0,517.0,45.0,14,13,349,4189
16.2,0.0,514.0,45.0,14,13,349,4190
16.2,0.0,504.0,45.0,14,13,349,4191
16.1,0.0,503.0,45.0,14,13,349,4192
16.1,0.0,498.0,45.0,14,13,349,4193
16.1,0.0,496.0,45.0,14,13,349,4194
16.1,0.0,495.0,45.0,14,13,349,4195
16.1,0.0,490.000001,45.0,14,13,349,4196
15.9,0.0,488.0,45.0,14,13,349,4197
15.9,0.0,487.0,45.0,14,13,349,4198
15.9,0.0,483.0,45.0,14,13,349,4199
15.9,0.0,479.0,45.0,14,14,350,4200
15.7,0.0,478.0,45.0,14,14,350,4201
15.8,0.0,475.0,45.0,14,14,350,4202
15.8,0.0,469.0,45.0,14,14,350,4203
15.8,0.0,469.0,45.0,14,14,350,4204
15.8,0.0,466.0,45.0,14,14,350,4205
15.7,0.0,468.0,45.0,14,14,350,4206
15.7,0.0,463.0,45.0,14,14,350,4207
15.7,0.0,460.0,45.0,14,14,350,4208
15.7,0.0,457.0,45.0,14,14,350,4209
15.7,0.0,456.0,45.0,14,14,350,4210
15.7,0.0,457.0,45.0,14,14,350,4211
15.6,0.0,451.0,45.0,14,15,351,4212
15.6,0.0,453.0,45.0,14,15,351,4213
15.6,0.0,450.0,45.0,14,15,351,4214
15.6,0.0,450.0,45.0,14,15,351,4215
15.6,0.0,449.0,45.0,14,15,351,4216
15.6,0.0,449.0,45.0,14,15,351,4217
15.5,0.0,445.0,45.0,14,15,351,4218
15.6,0.0,443.0,45.0,14,15,351,4219
15.6,0.0,442.0,45.0,14,15,351,4220
15.5,0.0,440.0,45.0,14,15,351,4221
15.5,0.0,442.0,45.0,14,15,351,4222
15.5,0.0,442.0,45.0,14,15,351,4223
15.5,0.0,442.0,45.0,14,16,352,4224
15.5,0.0,446.0,45.0,14,16,352,4225
15.5,0.0,443.0,45.0,14,16,352,4226
15.5,0.0,440.0,45.0,14,16,352,4227
15.5,0.0,441.0,45.0,14,16,352,4228
15.4,0.0,436.0,45.0,14,16,352,4229
15.4,0.0,433.0,45.0,14,16,352,4230
15.3,0.0,435.0,45.0,14,16,352,4231
15.2,0.0,437.0,45.0,14,16,352,4232
15.3,0.0,435.0,45.0,14,16,352,4233
15.1,0.0,435.0,45.0,14,16,352,4234
15.4,0.0,437.0,45.0,14,16,352,4235
15.2,0.0,436.0,45.0,14,17,353,4236
15.2,0.0,432.000001,45.0,14,17,353,4237
15.2,0.0,434.0,45.0,14,17,353,4238
15.2,0.0,434.0,45.0,14,17,353,4239
15.1,0.0,430.0,45.0,14,17,353,4240
15.0,0.0,430.0,45.0,14,17,353,4241
15.1,0.0,433.0,45.0,14,17,353,4242
15.1,0.0,433.0,45.0,14,17,353,4243
15.1,0.0,433.0,45.0,14,17,353,4244
15.1,0.0,434.0,45.0,14,17,353,4245
15.0,0.0,434.0,45.0,14,17,353,4246
15.0,0.0,430.0,45.0,14,17,353,4247
15.0,0.0,429.0,45.0,14,18,354,4248
14.9,0.0,432.0,45.0,14,18,354,4249
14.9,0.0,429.0,45.0,14,18,354,4250
14.8,0.0,431.0,45.0,14,18,354,4251
14.9,0.0,430.0,45.0,14,18,354,4252
14.9,0.0,432.0,45.0,14,18,354,4253
14.9,0.0,430.0,45.0,14,18,354,4254
15.0,0.0,433.999999,45.0,14,18,354,4255
14.9,0.0,430.0,45.0,14,18,354,4256
14.9,0.0,430.0,45.0,14,18,354,4257
15.0,0.0,429.0,45.0,14,18,354,4258
14.9,0.0,429.0,45.0,14,18,354,4259
14.8,0.0,429.0,45.0,14,19,355,4260
14.7,0.0,433.0,45.0,14,19,355,4261
14.9,8.699999999999999e-07,433.0,45.0,14,19,355,4262
14.9,23.4900006525,430.000002,45.0,14,19,355,4263
15.2,28.927499347500003,450.999997,45.0,14,19,355,4264
15.7,34.582499565,469.999999,45.0,14,19,355,4265
16.2,39.8025,490.0,45.0,14,19,355,4266
16.6,44.805000435,504.000001,45.0,14,19,355,4267
17.1,49.8074993475,523.999997,45.0,14,19,355,4268
17.5,54.809999565,546.999998,45.0,14,19,355,4269
17.6,60.0299997825,529.000001,45.0,14,19,355,4270
18.0,0.0,542.000001,45.0,14,19,355,4271
18.0,1.9575e-06,561.000002,45.0,14,20,356,4272
17.9,19.57499739,577.999998,45.0,14,20,356,4273
