Tair,Rin,CO2air,Plant Density,day,hour,hour_order,timestep
16.0,1.74,566.0,90.0,0,0,0,0
16.0,3.045,560.0,90.0,0,0,0,1
16.1,2.61,553.000001,90.0,0,0,0,2
16.1,2.61,546.000001,90.0,0,0,0,3
16.1,3.045,542.0,90.0,0,0,0,4
16.2,2.61,537.0,90.0,0,0,0,5
16.2,2.3925,535.0,90.0,0,0,0,6
16.2,2.8275,532.0,90.0,0,0,0,7
16.3,2.8275,550.999999,90.0,0,0,0,8
16.3,2.8275,547.0,90.0,0,0,0,9
16.4,3.045,550.999999,90.0,0,0,0,10
16.4,3.6975,543.000001,90.0,0,0,0,11
16.6,4.35,538.000001,90.0,0,1,1,12
16.6,3.915,534.0,90.0,0,1,1,13
16.8,3.915,528.0,90.0,0,1,1,14
16.9,5.0025,524.0,90.0,0,1,1,15
17.0,4.5675,521.0,90.0,0,1,1,16
17.1,3.915,519.0,90.0,0,1,1,17
17.2,4.35,515.0,90.0,0,1,1,18
17.3,5.0025,511.0,90.0,0,1,1,19
17.4,5.22,507.000001,90.0,0,1,1,20
17.3,5.22,506.0,90.0,0,1,1,21
17.4,5.8725,504.0,90.0,0,1,1,22
17.6,5.8725,514.999999,90.0,0,1,1,23
17.6,5.219999565,500.0,90.0,0,2,2,24
17.6,0.6525006525,500.0,90.0,0,2,2,25
17.8,0.0,499.0,90.0,0,2,2,26
17.9,0.0,498.0,90.0,0,2,2,27
17.9,0.0,495.0,90.0,0,2,2,28
17.9,0.0,493.0,90.0,0,2,2,29
18.0,0.0,492.0,90.0,0,2,2,30
17.9,0.0,487.0,90.0,0,2,2,31
18.0,0.0,483.0,90.0,0,2,2,32
17.8,0.0,479.0,90.0,0,2,2,33
18.0,0.0,482.0,90.0,0,2,2,34
18.1,0.0,478.0,90.0,0,2,2,35
18.2,0.0,476.0,90.0,0,3,3,36
18.3,0.0,475.0,90.0,0,3,3,37
18.4,0.0,474.0,90.0,0,3,3,38
18.4,0.0,471.0,90.0,0,3,3,39
18.5,0.0,471.0,90.0,0,3,3,40
18.6,0.0,467.0,90.0,0,3,3,41
18.8,0.0,467.0,90.0,0,3,3,42
18.7,0.0,464.0,90.0,0,3,3,43
18.7,0.0,460.0,90.0,0,3,3,44
18.8,0.0,460.0,90.0,0,3,3,45
18.7,0.0,460.0,90.0,0,3,3,46
18.6,0.0,459.0,90.0,0,3,3,47
18.7,0.0,461.0,90.0,0,4,4,48
18.6,0.0,458.0,90.0,0,4,4,49
18.7,0.0,456.0,90.0,0,4,4,50
18.7,0.0,454.0,90.0,0,4,4,51
18.9,0.0,452.0,90.0,0,4,4,52
18.9,0.0,448.0,90.0,0,4,4,53
19.1,0.2175,451.0,90.0,0,4,4,54
19.3,0.0,449.0,90.0,0,4,4,55
19.7,0.0,449.0,90.0,0,4,4,56
19.9,0.0,449.0,90.0,0,4,4,57
19.9,0.0,449.0,90.0,0,4,4,58
20.0,0.0,453.0,90.0,0,4,4,59
19.7,1.305e-06,449.0,90.0,0,5,5,60
19.5,13.9199980425,446.0,90.0,0,5,5,61
19.4,13.92,444.0,90.0,0,5,5,62
19.4,13.92,441.0,90.0,0,5,5,63
19.4,9.57,444.0,90.0,0,5,5,64
19.5,9.7875,439.000001,90.0,0,5,5,65
19.5,10.005,439.0,90.0,0,5,5,66
20.3,11.31,437.0,90.0,0,5,5,67
21.0,16.530000870000002,441.0,90.0,0,5,5,68
22.2,40.019999565,437.0,90.0,0,5,5,69
24.0,36.322500435,437.0,90.0,0,5,5,70
25.3,30.667500434999997,436.0,90.0,0,5,5,71
25.8,41.76,434.0,90.0,0,6,6,72
25.0,49.3724989125,430.0,90.0,0,6,6,73
23.3,32.1900023925,429.0,90.0,0,6,6,74
23.1,35.0174997825,421.000001,90.0,0,6,6,75
21.0,20.662500435,421.0,90.0,0,6,6,76
20.9,21.3149997825,415.0,90.0,0,6,6,77
21.0,17.1825002175,415.0,90.0,0,6,6,78
21.0,20.009999565,418.0,90.0,0,6,6,79
21.6,21.315,413.0,90.0,0,6,6,80
21.3,19.14,418.0,90.0,0,6,6,81
21.0,25.4475002175,424.0,90.0,0,6,6,82
21.5,29.362499565,421.0,90.0,0,6,6,83
21.8,20.010000870000002,423.0,90.0,0,7,7,84
18.8,21.0975,420.0,90.0,0,7,7,85
16.6,22.4025,414.0,90.0,0,7,7,86
17.9,21.3150002175,412.0,90.0,0,7,7,87
19.2,22.6199997825,413.0,90.0,0,7,7,88
20.7,22.4025,413.0,90.0,0,7,7,89
21.3,22.4025,414.0,90.0,0,7,7,90
22.1,20.6625002175,415.0,90.0,0,7,7,91
21.0,22.6199997825,413.0,90.0,0,7,7,92
21.4,23.9249997825,413.0,90.0,0,7,7,93
22.3,21.0975,416.0,90.0,0,7,7,94
21.0,19.357499999999998,418.0,90.0,0,7,7,95
21.6,18.2699997825,418.0,90.0,0,8,8,96
22.0,17.1825002175,419.0,90.0,0,8,8,97
21.5,14.355000217499999,420.0,90.0,0,8,8,98
22.3,13.485,419.0,90.0,0,8,8,99
23.3,13.485,418.0,90.0,0,8,8,100
23.6,13.485,418.0,90.0,0,8,8,101
23.6,13.485,416.0,90.0,0,8,8,102
23.6,13.7025,421.0,90.0,0,8,8,103
23.6,79.17,423.0,90.0,0,8,8,104
23.7,78.0825,425.0,90.0,0,8,8,105
24.0,77.42999999999999,424.0,90.0,0,8,8,106
24.1,77.2125,423.0,90.0,0,8,8,107
24.4,77.2125,419.0,90.0,0,9,9,108
24.3,76.995,421.0,90.0,0,9,9,109
24.3,77.2125,420.0,90.0,0,9,9,110
24.4,77.2125,421.0,90.0,0,9,9,111
24.3,77.2125,423.0,90.0,0,9,9,112
24.4,77.2125,421.0,90.0,0,9,9,113
24.3,77.2125,426.0,90.0,0,9,9,114
24.3,77.2125,424.0,90.0,0,9,9,115
24.1,77.2125,426.0,90.0,0,9,9,116
24.0,77.2125,424.0,90.0,0,9,9,117
24.0,68.94749913,424.0,90.0,0,9,9,118
23.8,56.55000173999999,420.000001,90.0,0,9,9,119
23.6,43.717501305000006,421.0,90.0,0,10,10,120
23.4,31.537500435,420.0,90.0,0,10,10,121
22.9,17.8349993475,423.0,90.0,0,10,10,122
22.6,0.0,424.0,90.0,0,10,10,123
22.2,0.0,425.0,90.0,0,10,10,124
21.7,0.0,426.0,90.0,0,10,10,125
21.3,0.0,424.0,90.0,0,10,10,126
20.9,0.0,423.0,90.0,0,10,10,127
20.5,0.0,424.0,90.0,0,10,10,128
20.3,0.0,424.0,90.0,0,10,10,129
20.0,0.0,426.0,90.0,0,10,10,130
19.7,0.0,427.0,90.0,0,10,10,131
19.5,0.0,430.0,90.0,0,11,11,132
19.3,0.0,430.0,90.0,0,11,11,133
19.1,0.0,429.0,90.0,0,11,11,134
19.0,0.0,426.0,90.0,0,11,11,135
18.6,0.0,428.0,90.0,0,11,11,136
18.5,0.0,429.0,90.0,0,11,11,137
18.4,0.0,428.0,90.0,0,11,11,138
18.2,0.0,430.0,90.0,0,11,11,139
18.0,0.0,432.0,90.0,0,11,11,140
17.9,0.0,429.0,90.0,0,11,11,141
17.8,0.0,431.0,90.0,0,11,11,142
17.7,0.0,433.0,90.0,0,11,11,143
17.7,0.0,431.0,90.0,0,12,12,144
17.6,0.0,432.0,90.0,0,12,12,145
17.5,0.0,430.0,90.0,0,12,12,146
17.5,0.0,428.0,90.0,0,12,12,147
17.5,0.0,431.0,90.0,0,12,12,148
17.4,0.0,433.0,90.0,0,12,12,149
17.3,0.0,432.0,90.0,0,12,12,150
17.2,0.0,435.0,90.0,0,12,12,151
17.2,0.0,434.0,90.0,0,12,12,152
17.2,0.0,434.0,90.0,0,12,12,153
17.1,0.0,430.0,90.0,0,12,12,154
17.0,0.0,432.0,90.0,0,12,12,155
17.1,0.0,429.0,90.0,0,13,13,156
17.0,0.0,433.0,90.0,0,13,13,157
17.1,0.0,433.0,90.0,0,13,13,158
16.9,0.0,432.0,90.0,0,13,13,159
16.8,0.0,435.0,90.0,0,13,13,160
16.7,0.0,434.0,90.0,0,13,13,161
16.8,0.0,434.0,90.0,0,13,13,162
16.8,0.0,432.0,90.0,0,13,13,163
16.7,0.0,432.0,90.0,0,13,13,164
16.6,0.0,432.0,90.0,0,13,13,165
16.7,0.0,430.5,90.0,0,13,13,166
16.6,0.0,429.0,90.0,0,13,13,167
16.6,0.0,431.0,90.0,0,14,14,168
16.6,0.0,430.0,90.0,0,14,14,169
16.5,0.0,434.0,90.0,0,14,14,170
16.5,0.0,432.0,90.0,0,14,14,171
16.5,0.0,434.0,90.0,0,14,14,172
16.5,0.0,433.0,90.0,0,14,14,173
16.5,0.0,434.0,90.0,0,14,14,174
16.4,0.0,430.0,90.0,0,14,14,175
16.3,0.0,430.0,90.0,0,14,14,176
16.4,0.0,430.0,90.0,0,14,14,177
16.5,0.0,431.0,90.0,0,14,14,178
16.3,0.0,434.0,90.0,0,14,14,179
16.4,0.0,436.0,90.0,0,15,15,180
16.4,0.0,434.0,90.0,0,15,15,181
16.5,0.0,430.000001,90.0,0,15,15,182
16.4,0.0,434.0,90.0,0,15,15,183
16.4,0.0,430.0,90.0,0,15,15,184
16.5,0.0,434.0,90.0,0,15,15,185
16.5,0.0,431.0,90.0,0,15,15,186
16.5,0.0,432.0,90.0,0,15,15,187
16.5,0.0,435.0,90.0,0,15,15,188
16.6,0.0,435.0,90.0,0,15,15,189
16.5,0.0,436.0,90.0,0,15,15,190
16.5,0.0,434.0,90.0,0,15,15,191
16.5,0.0,433.0,90.0,0,16,16,192
16.5,0.0,433.0,90.0,0,16,16,193
16.5,0.0,432.0,90.0,0,16,16,194
16.4,0.0,432.0,90.0,0,16,16,195
16.3,0.0,432.0,90.0,0,16,16,196
16.4,0.0,430.0,90.0,0,16,16,197
16.4,0.0,435.0,90.0,0,16,16,198
16.3,0.0,433.0,90.0,0,16,16,199
16.5,0.0,432.0,90.0,0,16,16,200
16.3,0.0,432.0,90.0,0,16,16,201
16.2,0.0,430.0,90.0,0,16,16,202
16.3,0.0,430.0,90.0,0,16,16,203
16.3,0.0,427.0,90.0,0,17,17,204
16.3,0.0,430.999999,90.0,0,17,17,205
16.2,0.0,431.0,90.0,0,17,17,206
16.3,0.0,430.0,90.0,0,17,17,207
16.3,0.0,432.0,90.0,0,17,17,208
16.3,0.0,432.0,90.0,0,17,17,209
16.2,0.0,429.0,90.0,0,17,17,210
16.2,0.0,433.0,90.0,0,17,17,211
16.2,0.0,429.0,90.0,0,17,17,212
16.2,0.0,428.0,90.0,0,17,17,213
16.2,0.0,426.0,90.0,0,17,17,214
16.3,0.0,428.0,90.0,0,17,17,215
16.1,0.0,426.0,90.0,0,18,18,216
16.3,0.0,431.0,90.0,0,18,18,217
16.3,0.0,430.0,90.0,0,18,18,218
16.3,0.0,429.0,90.0,0,18,18,219
16.4,0.0,430.0,90.0,0,18,18,220
16.4,0.0,430.0,90.0,0,18,18,221
16.3,0.0,429.0,90.0,0,18,18,222
16.3,0.0,429.0,90.0,0,18,18,223
16.3,0.0,426.0,90.0,0,18,18,224
16.3,0.0,427.0,90.0,0,18,18,225
16.3,0.0,429.0,90.0,0,18,18,226
16.2,0.0,431.0,90.0,0,18,18,227
16.3,0.0,429.0,90.0,0,19,19,228
16.2,0.0,429.0,90.0,0,19,19,229
16.2,0.0,425.0,90.0,0,19,19,230
16.2,0.0,429.0,90.0,0,19,19,231
16.2,0.0,426.0,90.0,0,19,19,232
16.1,0.0,427.0,90.0,0,19,19,233
16.3,0.0,424.0,90.0,0,19,19,234
16.1,0.0,428.0,90.0,0,19,19,235
16.1,0.0,427.0,90.0,0,19,19,236
16.1,0.0,429.0,90.0,0,19,19,237
16.2,0.0,426.0,90.0,0,19,19,238
16.2,0.0,426.0,90.0,0,19,19,239
16.1,0.0,425.0,90.0,0,20,20,240
16.3,0.0,426.0,90.0,0,20,20,241
16.3,0.0,427.0,90.0,0,20,20,242
16.4,0.0,428.0,90.0,0,20,20,243
16.2,0.0,428.0,90.0,0,20,20,244
16.2,0.0,429.0,90.0,0,20,20,245
16.2,0.0,431.0,90.0,0,20,20,246
16.3,0.0,433.0,90.0,0,20,20,247
16.3,0.0,429.0,90.0,0,20,20,248
16.3,0.0,429.0,90.0,0,20,20,249
16.5,0.0,429.0,90.0,0,20,20,250
16.4,0.0,430.0,90.0,0,20,20,251
16.5,0.0,429.0,90.0,0,21,21,252
16.6,0.0,429.0,90.0,0,21,21,253
16.4,0.0,433.999999,90.0,0,21,21,254
16.5,0.0,432.0,90.0,0,21,21,255
16.5,0.0,434.0,90.0,0,21,21,256
16.6,0.0,434.0,90.0,0,21,21,257
16.7,0.0,430.0,90.0,0,21,21,258
16.8,0.0,431.0,90.0,0,21,21,259
16.8,0.0,429.0,90.0,0,21,21,260
16.6,0.0,430.0,90.0,0,21,21,261
16.8,0.0,430.0,90.0,0,21,21,262
16.7,0.0,433.999999,90.0,0,21,21,263
16.7,0.0,434.0,90.0,0,22,22,264
16.7,0.0,435.0,90.0,0,22,22,265
16.6,0.0,435.0,90.0,0,22,22,266
16.4,0.0,433.0,90.0,0,22,22,267
16.6,0.0,433.0,90.0,0,22,22,268
16.5,0.0,431.0,90.0,0,22,22,269
16.4,0.0,432.0,90.0,0,22,22,270
16.5,0.0,430.0,90.0,0,22,22,271
16.6,0.0,433.999999,90.0,0,22,22,272
16.8,0.0,434.0,90.0,0,22,22,273
17.0,0.0,436.0,90.0,0,22,22,274
17.3,0.0,436.0,90.0,0,22,22,275
17.2,0.0,434.0,90.0,0,23,23,276
17.2,0.0,434.0,90.0,0,23,23,277
17.0,0.0,434.0,90.0,0,23,23,278
17.0,0.0,434.0,90.0,0,23,23,279
16.9,0.0,431.0,90.0,0,23,23,280
16.6,0.0,434.0,90.0,0,23,23,281
16.4,0.0,435.0,90.0,0,23,23,282
16.0,0.0,434.0,90.0,0,23,23,283
15.4,0.87,430.0,90.0,0,23,23,284
15.1,1.0875,432.0,90.0,0,23,23,285
14.9,1.0875,432.0,90.0,0,23,23,286
14.8,2.175,432.0,90.0,0,23,23,287
14.7,2.8275,430.0,90.0,1,0,24,288
14.6,3.2625,430.0,90.0,1,0,24,289
14.5,2.61,429.0,90.0,1,0,24,290
14.4,3.045,434.999999,90.0,1,0,24,291
14.4,4.35,433.0,90.0,1,0,24,292
14.1,4.5675,434.0,90.0,1,0,24,293
14.1,3.6975002175,435.0,90.0,1,0,24,294
14.1,6.524999565,434.0,90.0,1,0,24,295
13.8,4.3500002175,433.0,90.0,1,0,24,296
13.7,5.0025,434.0,90.0,1,0,24,297
13.7,3.0450002174999997,433.0,90.0,1,0,24,298
13.7,5.872499565,434.0,90.0,1,0,24,299
13.5,5.8725,432.0,90.0,1,1,25,300
13.6,7.6125,434.0,90.0,1,1,25,301
13.4,7.1775,433.0,90.0,1,1,25,302
13.4,9.135,436.0,90.0,1,1,25,303
13.4,8.4825,436.0,90.0,1,1,25,304
13.3,9.135,436.0,90.0,1,1,25,305
13.0,8.0475,432.0,90.0,1,1,25,306
13.2,9.3525,433.0,90.0,1,1,25,307
13.2,8.265000217499999,434.0,90.0,1,1,25,308
13.2,10.439999782500001,435.0,90.0,1,1,25,309
13.2,9.7875,434.0,90.0,1,1,25,310
13.2,17.617500217499998,436.0,90.0,1,1,25,311
13.1,23.92500087,435.0,90.0,1,2,26,312
13.1,31.754998912500003,437.0,90.0,1,2,26,313
13.4,29.3625002175,444.0,90.0,1,2,26,314
13.5,27.6225,459.0,90.0,1,2,26,315
13.7,27.839999565,477.000001,90.0,1,2,26,316
13.7,20.662500870000002,486.999999,90.0,1,2,26,317
13.7,18.4875002175,501.999998,90.0,1,2,26,318
13.7,17.6175,515.0,90.0,1,2,26,319
13.8,16.53,529.000001,90.0,1,2,26,320
13.7,16.094999129999998,547.000001,90.0,1,2,26,321
13.6,7.6125010875,554.999999,90.0,1,2,26,322
13.6,11.7449997825,563.999999,90.0,1,2,26,323
13.5,28.275,573.0,90.0,1,3,27,324
13.6,26.099999565,583.000001,90.0,1,3,27,325
13.7,19.35750087,591.999999,90.0,1,3,27,326
13.7,15.442500435,600.999999,90.0,1,3,27,327
13.9,23.0549997825,611.0,90.0,1,3,27,328
14.0,16.312500435,622.0,90.0,1,3,27,329
14.0,27.404999565,631.000001,90.0,1,3,27,330
14.2,23.925000434999998,639.999999,90.0,1,3,27,331
14.2,12.180000869999999,647.0,90.0,1,3,27,332
14.3,12.18,647.0,90.0,1,3,27,333
14.3,12.18,657.000001,90.0,1,3,27,334
14.2,13.0499997825,665.999999,90.0,1,3,27,335
14.1,17.617499565,670.0,90.0,1,4,28,336
14.0,80.474997825,678.0,90.0,1,4,28,337
14.1,85.4774997825,684.0,90.0,1,4,28,338
14.5,77.8649997825,691.000001,90.0,1,4,28,339
14.8,75.6900002175,695.999999,90.0,1,4,28,340
15.0,71.55750021749999,698.0,90.0,1,4,28,341
15.2,77.865,703.0,90.0,1,4,28,342
15.5,78.5175,705.0,90.0,1,4,28,343
15.6,80.0399997825,707.0,90.0,1,4,28,344
15.9,83.302499565,711.999999,90.0,1,4,28,345
16.1,76.7775002175,716.0,90.0,1,4,28,346
16.4,78.9525,720.0,90.0,1,4,28,347
16.3,76.3424993475,724.0,90.0,1,5,29,348
16.9,70.68750065249999,727.0,90.0,1,5,29,349
18.7,70.47,734.0,90.0,1,5,29,350
20.1,63.7275,738.0,90.0,1,5,29,351
20.4,61.5525,743.0,90.0,1,5,29,352
21.6,60.4650002175,742.0,90.0,1,5,29,353
21.5,63.5099997825,742.0,90.0,1,5,29,354
22.2,63.7275,739.0,90.0,1,5,29,355
21.7,63.075,737.0,90.0,1,5,29,356
22.3,62.422499565,733.999999,90.0,1,5,29,357
21.6,58.0725006525,725.000001,90.0,1,5,29,358
22.0,61.5524997825,723.0,90.0,1,5,29,359
21.4,60.464999999999996,716.0,90.0,1,6,30,360
21.7,60.6825,714.0,90.0,1,6,30,361
21.5,61.9874997825,714.0,90.0,1,6,30,362
21.7,67.207499565,710.0,90.0,1,6,30,363
21.5,65.25,711.0,90.0,1,6,30,364
21.6,62.422500434999996,714.0,90.0,1,6,30,365
21.7,73.29749934750001,713.0,90.0,1,6,30,366
21.7,67.42500086999999,715.0,90.0,1,6,30,367
21.6,68.73,707.000001,90.0,1,6,30,368
21.1,67.425,695.0,90.0,1,6,30,369
21.4,59.8125002175,693.999999,90.0,1,6,30,370
20.8,61.7699997825,684.000001,90.0,1,6,30,371
21.0,67.4249993475,684.0,90.0,1,7,31,372
21.2,61.9875002175,688.0,90.0,1,7,31,373
20.6,63.2924997825,676.0,90.0,1,7,31,374
20.4,59.8124997825,674.000001,90.0,1,7,31,375
20.6,58.0725002175,679.999999,90.0,1,7,31,376
20.5,3.2625036975,683.0,90.0,1,7,31,377
20.2,2.175,686.0,90.0,1,7,31,378
19.8,2.1750036974999998,686.0,90.0,1,7,31,379
19.4,55.897492822500006,690.999999,90.0,1,7,31,380
19.3,53.9400002175,698.999999,90.0,1,7,31,381
19.0,55.4625,699.0,90.0,1,7,31,382
18.9,54.81,706.0,90.0,1,7,31,383
18.8,55.245,710.000001,90.0,1,8,32,384
18.6,55.245,714.999999,90.0,1,8,32,385
18.8,55.245,722.0,90.0,1,8,32,386
19.5,55.245,726.0,90.0,1,8,32,387
19.9,55.4625,733.000002,90.0,1,8,32,388
19.5,55.4625,756.999997,90.0,1,8,32,389
19.9,55.245,749.000001,90.0,1,8,32,390
20.2,55.245,766.999999,90.0,1,8,32,391
19.9,55.4625,765.0,90.0,1,8,32,392
20.1,55.4625,754.999999,90.0,1,8,32,393
20.2,55.4625,749.000001,90.0,1,8,32,394
20.3,55.4625,744.0,90.0,1,8,32,395
20.4,55.4625,744.0,90.0,1,9,33,396
20.4,55.4625,743.0,90.0,1,9,33,397
20.4,55.4625,744.0,90.0,1,9,33,398
20.4,55.4625,756.999999,90.0,1,9,33,399
19.7,55.4625,773.999999,90.0,1,9,33,400
19.9,55.4625,780.0,90.0,1,9,33,401
20.0,55.4625,773.999999,90.0,1,9,33,402
20.0,55.4625,762.000002,90.0,1,9,33,403
20.1,55.245,752.000001,90.0,1,9,33,404
20.0,55.4625,739.0,90.0,1,9,33,405
19.9,51.9824993475,736.0,90.0,1,9,33,406
20.0,42.847501305,736.0,90.0,1,9,33,407
19.8,34.58250087,745.999999,90.0,1,10,34,408
19.7,25.2300002175,750.0,90.0,1,10,34,409
19.5,15.659999565000001,765.0,90.0,1,10,34,410
19.3,0.0,767.0,90.0,1,10,34,411
18.8,0.0,770.999999,90.0,1,10,34,412
18.6,0.0,758.000001,90.0,1,10,34,413
18.5,0.0,748.0,90.0,1,10,34,414
18.3,0.0,738.999999,90.0,1,10,34,415
17.9,0.0,728.000001,90.0,1,10,34,416
17.7,0.0,720.000001,90.0,1,10,34,417
17.6,0.0,709.0,90.0,1,10,34,418
17.3,0.0,701.0,90.0,1,10,34,419
17.3,0.0,692.999999,90.0,1,11,35,420
17.2,0.0,688.000001,90.0,1,11,35,421
17.0,0.0,682.0,90.0,1,11,35,422
17.1,0.0,680.0,90.0,1,11,35,423
16.8,0.0,670.0,90.0,1,11,35,424
16.8,0.0,668.0,90.0,1,11,35,425
16.8,0.0,664.0,90.0,1,11,35,426
16.6,0.0,658.0,90.0,1,11,35,427
16.6,0.0,653.0,90.0,1,11,35,428
16.4,0.0,646.999999,90.0,1,11,35,429
16.3,0.0,640.000001,90.0,1,11,35,430
16.3,0.0,633.0,90.0,1,11,35,431
16.3,0.0,633.0,90.0,1,12,36,432
16.1,0.0,631.0,90.0,1,12,36,433
16.0,0.0,631.0,90.0,1,12,36,434
16.0,0.0,626.000001,90.0,1,12,36,435
15.9,0.0,620.0,90.0,1,12,36,436
15.8,0.0,615.0,90.0,1,12,36,437
15.8,0.0,614.0,90.0,1,12,36,438
15.7,0.0,611.0,90.0,1,12,36,439
15.7,0.0,606.0,90.0,1,12,36,440
15.5,0.0,603.0,90.0,1,12,36,441
15.7,0.0,600.0,90.0,1,12,36,442
15.6,0.0,595.000001,90.0,1,12,36,443
15.6,0.0,598.0,90.0,1,13,37,444
15.6,0.0,594.0,90.0,1,13,37,445
15.5,0.0,587.0,90.0,1,13,37,446
15.5,0.0,584.999999,90.0,1,13,37,447
15.5,0.0,580.000001,90.0,1,13,37,448
15.5,0.0,582.0,90.0,1,13,37,449
15.3,0.0,579.0,90.0,1,13,37,450
15.3,0.0,575.0,90.0,1,13,37,451
15.4,0.0,576.0,90.0,1,13,37,452
15.3,0.0,577.0,90.0,1,13,37,453
15.4,0.0,578.0,90.0,1,13,37,454
15.3,0.0,575.0,90.0,1,13,37,455
15.2,0.0,572.0,90.0,1,14,38,456
15.3,0.0,571.0,90.0,1,14,38,457
15.3,0.0,567.0,90.0,1,14,38,458
15.2,0.0,566.0,90.0,1,14,38,459
15.3,0.0,566.0,90.0,1,14,38,460
15.3,0.0,567.0,90.0,1,14,38,461
15.2,0.0,566.0,90.0,1,14,38,462
15.2,0.0,567.0,90.0,1,14,38,463
15.2,0.0,562.0,90.0,1,14,38,464
15.2,0.0,561.0,90.0,1,14,38,465
15.0,0.0,560.0,90.0,1,14,38,466
15.1,0.0,556.0,90.0,1,14,38,467
15.2,0.0,557.0,90.0,1,15,39,468
15.1,0.0,558.0,90.0,1,15,39,469
15.1,0.0,554.000001,90.0,1,15,39,470
15.1,0.0,553.0,90.0,1,15,39,471
15.0,0.0,555.0,90.0,1,15,39,472
15.1,0.0,553.0,90.0,1,15,39,473
15.0,0.0,552.999999,90.0,1,15,39,474
14.9,0.0,548.000001,90.0,1,15,39,475
15.1,0.0,545.0,90.0,1,15,39,476
15.0,0.0,545.0,90.0,1,15,39,477
15.0,0.0,547.0,90.0,1,15,39,478
14.9,0.0,545.0,90.0,1,15,39,479
14.9,0.0,544.0,90.0,1,16,40,480
14.9,0.0,544.0,90.0,1,16,40,481
15.1,0.0,544.0,90.0,1,16,40,482
14.9,0.0,541.0,90.0,1,16,40,483
14.9,0.0,539.0,90.0,1,16,40,484
14.9,0.0,540.0,90.0,1,16,40,485
14.9,0.0,534.0,90.0,1,16,40,486
14.9,0.0,535.0,90.0,1,16,40,487
14.9,0.0,535.0,90.0,1,16,40,488
14.8,0.0,532.0,90.0,1,16,40,489
14.8,0.0,532.0,90.0,1,16,40,490
14.9,0.0,532.0,90.0,1,16,40,491
14.8,0.0,535.0,90.0,1,17,41,492
14.8,0.0,534.0,90.0,1,17,41,493
14.8,0.0,529.0,90.0,1,17,41,494
14.9,0.0,529.0,90.0,1,17,41,495
14.8,0.0,526.0,90.0,1,17,41,496
14.7,0.0,529.0,90.0,1,17,41,497
14.8,0.0,527.0,90.0,1,17,41,498
14.7,0.0,526.0,90.0,1,17,41,499
14.8,0.0,529.0,90.0,1,17,41,500
14.6,0.0,526.0,90.0,1,17,41,501
14.7,0.0,525.0,90.0,1,17,41,502
14.7,0.0,526.0,90.0,1,17,41,503
14.8,0.0,526.0,90.0,1,18,42,504
14.7,0.0,520.0,90.0,1,18,42,505
14.7,0.0,520.0,90.0,1,18,42,506
14.8,0.0,521.0,90.0,1,18,42,507
14.7,0.0,520.0,90.0,1,18,42,508
14.7,0.0,516.0,90.0,1,18,42,509
14.8,0.0,519.999999,90.0,1,18,42,510
14.7,0.0,513.000001,90.0,1,18,42,511
14.7,0.0,515.0,90.0,1,18,42,512
14.7,0.0,514.0,90.0,1,18,42,513
14.7,0.0,515.0,90.0,1,18,42,514
14.7,0.0,511.000001,90.0,1,18,42,515
14.8,0.0,511.0,90.0,1,19,43,516
14.8,0.0,511.0,90.0,1,19,43,517
14.7,0.0,512.0,90.0,1,19,43,518
14.7,0.0,509.0,90.0,1,19,43,519
14.7,0.0,511.0,90.0,1,19,43,520
14.8,0.0,508.0,90.0,1,19,43,521
14.8,0.0,508.0,90.0,1,19,43,522
14.8,0.0,505.0,90.0,1,19,43,523
14.8,0.0,503.0,90.0,1,19,43,524
14.9,0.0,504.0,90.0,1,19,43,525
14.8,0.0,503.0,90.0,1,19,43,526
14.8,0.0,504.0,90.0,1,19,43,527
14.8,0.0,503.0,90.0,1,20,44,528
14.8,0.0,504.0,90.0,1,20,44,529
14.8,0.0,503.0,90.0,1,20,44,530
14.8,0.0,501.0,90.0,1,20,44,531
14.7,0.0,500.0,90.0,1,20,44,532
14.8,0.0,499.0,90.0,1,20,44,533
14.8,0.0,500.0,90.0,1,20,44,534
14.7,0.0,498.0,90.0,1,20,44,535
14.7,0.0,496.0,90.0,1,20,44,536
14.7,0.0,498.0,90.0,1,20,44,537
14.6,0.0,496.0,90.0,1,20,44,538
14.8,0.0,495.0,90.0,1,20,44,539
14.7,0.0,495.0,90.0,1,21,45,540
14.6,0.0,492.0,90.0,1,21,45,541
14.7,0.0,494.0,90.0,1,21,45,542
14.7,0.0,492.0,90.0,1,21,45,543
14.6,0.0,492.0,90.0,1,21,45,544
14.7,0.0,493.0,90.0,1,21,45,545
14.7,0.0,495.0,90.0,1,21,45,546
14.6,0.0,493.0,90.0,1,21,45,547
14.7,0.0,495.0,90.0,1,21,45,548
14.7,0.0,493.0,90.0,1,21,45,549
14.7,0.0,492.0,90.0,1,21,45,550
14.6,0.0,490.0,90.0,1,21,45,551
14.7,0.0,490.0,90.0,1,22,46,552
14.7,0.0,490.0,90.0,1,22,46,553
14.7,0.0,492.0,90.0,1,22,46,554
14.7,0.0,492.0,90.0,1,22,46,555
14.7,0.0,492.0,90.0,1,22,46,556
14.7,0.0,492.0,90.0,1,22,46,557
14.7,0.0,493.0,90.0,1,22,46,558
14.8,0.0,493.0,90.0,1,22,46,559
14.8,0.0,490.0,90.0,1,22,46,560
14.8,0.0,489.0,90.0,1,22,46,561
14.7,0.0,489.0,90.0,1,22,46,562
